date,age_group,partially_vaccinated,at_least_one_dose,fully_vaccinated,population_total,population_12_and_up,partially_vaccinated_percent,partially_vaccinated_percent_12_and_up,at_least_one_dose_percent,at_least_one_dose_percent_12_and_up,fully_vaccinated_percent,fully_vaccinated_percent_12_and_up
6/4/21,11-May,1258,1860,602,3518950,0,0.000357493,0.999,0.000528567,0.999,0.000171074,0.999
6/3/21,11-May,1271,1845,574,3518950,0,0.000361187,0.999,0.000524304,0.999,0.000163117,0.999
6/2/21,11-May,1278,1827,549,3518950,0,0.000363177,0.999,0.000519189,0.999,0.000156012,0.999
6/1/21,11-May,1277,1817,540,3518950,0,0.000362892,0.999,0.000516347,0.999,0.000153455,0.999
5/31/21,11-May,1270,1800,530,3518950,0,0.000360903,0.999,0.000511516,0.999,0.000150613,0.999
5/30/21,11-May,1270,1800,530,3518950,0,0.000360903,0.999,0.000511516,0.999,0.000150613,0.999
5/29/21,11-May,1271,1798,527,3518950,0,0.000361187,0.999,0.000510948,0.999,0.000149761,0.999
5/28/21,11-May,1269,1794,525,3518950,0,0.000360619,0.999,0.000509811,0.999,0.000149192,0.999
5/27/21,11-May,1265,1778,513,3518950,0,0.000359482,0.999,0.000505264,0.999,0.000145782,0.999
5/26/21,11-May,1262,1768,506,3518950,0,0.00035863,0.999,0.000502423,0.999,0.000143793,0.999
5/25/21,11-May,1260,1756,496,3518950,0,0.000358061,0.999,0.000499012,0.999,0.000140951,0.999
5/24/21,11-May,1259,1747,488,3518950,0,0.000357777,0.999,0.000496455,0.999,0.000138678,0.999
5/23/21,11-May,1254,1727,473,3518950,0,0.000356356,0.999,0.000490771,0.999,0.000134415,0.999
5/22/21,11-May,1253,1724,471,3518950,0,0.000356072,0.999,0.000489919,0.999,0.000133847,0.999
5/21/21,11-May,1245,1714,469,3518950,0,0.000353799,0.999,0.000487077,0.999,0.000133278,0.999
5/20/21,11-May,1230,1694,464,3518950,0,0.000349536,0.999,0.000481394,0.999,0.000131858,0.999
5/19/21,11-May,1210,1671,461,3518950,0,0.000343853,0.999,0.000474858,0.999,0.000131005,0.999
5/18/21,11-May,1188,1644,456,3518950,0,0.000337601,0.999,0.000467185,0.999,0.000129584,0.999
5/17/21,11-May,1171,1619,448,3518950,0,0.00033277,0.999,0.00046008,0.999,0.000127311,0.999
5/16/21,11-May,1144,1591,447,3518950,0,0.000325097,0.999,0.000452124,0.999,0.000127027,0.999
5/15/21,11-May,1127,1574,447,3518950,0,0.000320266,0.999,0.000447293,0.999,0.000127027,0.999
5/14/21,11-May,1096,1541,445,3518950,0,0.000311457,0.999,0.000437915,0.999,0.000126458,0.999
5/13/21,11-May,1065,1504,439,3518950,0,0.000302647,0.999,0.0004274,0.999,0.000124753,0.999
5/12/21,11-May,1029,1466,437,3518950,0,0.000292417,0.999,0.000416602,0.999,0.000124185,0.999
5/11/21,11-May,1018,1446,428,3518950,0,0.000289291,0.999,0.000410918,0.999,0.000121627,0.999
5/10/21,11-May,1011,1435,424,3518950,0,0.000287302,0.999,0.000407792,0.999,0.00012049,0.999
5/9/21,11-May,1011,1427,416,3518950,0,0.000287302,0.999,0.000405519,0.999,0.000118217,0.999
5/8/21,11-May,1011,1426,415,3518950,0,0.000287302,0.999,0.000405235,0.999,0.000117933,0.999
5/7/21,11-May,1011,1422,411,3518950,0,0.000287302,0.999,0.000404098,0.999,0.000116796,0.999
5/6/21,11-May,997,1404,407,3518950,0,0.000283323,0.999,0.000398983,0.999,0.00011566,0.999
5/5/21,11-May,995,1397,402,3518950,0,0.000282755,0.999,0.000396993,0.999,0.000114239,0.999
5/4/21,11-May,978,1374,396,3518950,0,0.000277924,0.999,0.000390457,0.999,0.000112534,0.999
5/3/21,11-May,955,1347,392,3518950,0,0.000271388,0.999,0.000382785,0.999,0.000111397,0.999
5/2/21,11-May,938,1324,386,3518950,0,0.000266557,0.999,0.000376249,0.999,0.000109692,0.999
5/1/21,11-May,938,1322,384,3518950,0,0.000266557,0.999,0.00037568,0.999,0.000109123,0.999
4/30/21,11-May,937,1319,382,3518950,0,0.000266273,0.999,0.000374828,0.999,0.000108555,0.999
4/29/21,11-May,933,1308,375,3518950,0,0.000265136,0.999,0.000371702,0.999,0.000106566,0.999
4/28/21,11-May,910,1280,370,3518950,0,0.0002586,0.999,0.000363745,0.999,0.000105145,0.999
4/27/21,11-May,870,1234,364,3518950,0,0.000247233,0.999,0.000350673,0.999,0.00010344,0.999
4/26/21,11-May,836,1196,360,3518950,0,0.000237571,0.999,0.000339874,0.999,0.000102303,0.999
4/25/21,11-May,806,1161,355,3518950,0,0.000229046,0.999,0.000329928,0.999,0.000100882,0.999
4/24/21,11-May,805,1160,355,3518950,0,0.000228761,0.999,0.000329644,0.999,0.000100882,0.999
4/23/21,11-May,803,1156,353,3518950,0,0.000228193,0.999,0.000328507,0.999,0.000100314,0.999
4/22/21,11-May,781,1130,349,3518950,0,0.000221941,0.999,0.000321119,0.999,9.92E-05,0.999
4/21/21,11-May,747,1092,345,3518950,0,0.000212279,0.999,0.00031032,0.999,9.80E-05,0.999
4/20/21,11-May,724,1064,340,3518950,0,0.000205743,0.999,0.000302363,0.999,9.66E-05,0.999
4/19/21,11-May,700,1035,335,3518950,0,0.000198923,0.999,0.000294122,0.999,9.52E-05,0.999
4/18/21,11-May,684,1014,330,3518950,0,0.000194376,0.999,0.000288154,0.999,9.38E-05,0.999
4/17/21,11-May,681,1011,330,3518950,0,0.000193524,0.999,0.000287302,0.999,9.38E-05,0.999
4/16/21,11-May,660,988,328,3518950,0,0.000187556,0.999,0.000280766,0.999,9.32E-05,0.999
4/15/21,11-May,618,941,323,3518950,0,0.000175621,0.999,0.000267409,0.999,9.18E-05,0.999
4/14/21,11-May,599,917,318,3518950,0,0.000170221,0.999,0.000260589,0.999,9.04E-05,0.999
4/13/21,11-May,572,889,317,3518950,0,0.000162548,0.999,0.000252632,0.999,9.01E-05,0.999
4/12/21,11-May,552,862,310,3518950,0,0.000156865,0.999,0.000244959,0.999,8.81E-05,0.999
4/11/21,11-May,539,845,306,3518950,0,0.000153171,0.999,0.000240128,0.999,8.70E-05,0.999
4/10/21,11-May,538,844,306,3518950,0,0.000152887,0.999,0.000239844,0.999,8.70E-05,0.999
4/9/21,11-May,536,842,306,3518950,0,0.000152318,0.999,0.000239276,0.999,8.70E-05,0.999
4/8/21,11-May,533,832,299,3518950,0,0.000151466,0.999,0.000236434,0.999,8.50E-05,0.999
4/7/21,11-May,519,811,292,3518950,0,0.000147487,0.999,0.000230466,0.999,8.30E-05,0.999
4/6/21,11-May,518,802,284,3518950,0,0.000147203,0.999,0.000227909,0.999,8.07E-05,0.999
4/5/21,11-May,514,794,280,3518950,0,0.000146066,0.999,0.000225635,0.999,7.96E-05,0.999
4/4/21,11-May,512,791,279,3518950,0,0.000145498,0.999,0.000224783,0.999,7.93E-05,0.999
4/3/21,11-May,511,789,278,3518950,0,0.000145214,0.999,0.000224215,0.999,7.90E-05,0.999
4/2/21,11-May,511,786,275,3518950,0,0.000145214,0.999,0.000223362,0.999,7.81E-05,0.999
4/1/21,11-May,504,772,268,3518950,0,0.000143225,0.999,0.000219384,0.999,7.62E-05,0.999
3/31/21,11-May,504,765,261,3518950,0,0.000143225,0.999,0.000217394,0.999,7.42E-05,0.999
3/30/21,11-May,496,752,256,3518950,0,0.000140951,0.999,0.0002137,0.999,7.27E-05,0.999
3/29/21,11-May,494,745,251,3518950,0,0.000140383,0.999,0.000211711,0.999,7.13E-05,0.999
3/28/21,11-May,495,743,248,3518950,0,0.000140667,0.999,0.000211143,0.999,7.05E-05,0.999
3/27/21,11-May,497,740,243,3518950,0,0.000141235,0.999,0.00021029,0.999,6.91E-05,0.999
3/26/21,11-May,495,736,241,3518950,0,0.000140667,0.999,0.000209153,0.999,6.85E-05,0.999
3/25/21,11-May,497,732,235,3518950,0,0.000141235,0.999,0.000208017,0.999,6.68E-05,0.999
3/24/21,11-May,492,724,232,3518950,0,0.000139814,0.999,0.000205743,0.999,6.59E-05,0.999
3/23/21,11-May,485,714,229,3518950,0,0.000137825,0.999,0.000202901,0.999,6.51E-05,0.999
3/22/21,11-May,483,708,225,3518950,0,0.000137257,0.999,0.000201196,0.999,6.39E-05,0.999
3/21/21,11-May,485,705,220,3518950,0,0.000137825,0.999,0.000200344,0.999,6.25E-05,0.999
3/20/21,11-May,483,701,218,3518950,0,0.000137257,0.999,0.000199207,0.999,6.20E-05,0.999
3/19/21,11-May,482,697,215,3518950,0,0.000136973,0.999,0.00019807,0.999,6.11E-05,0.999
3/18/21,11-May,479,693,214,3518950,0,0.00013612,0.999,0.000196934,0.999,6.08E-05,0.999
3/17/21,11-May,479,686,207,3518950,0,0.00013612,0.999,0.000194945,0.999,5.88E-05,0.999
3/16/21,11-May,480,679,199,3518950,0,0.000136404,0.999,0.000192955,0.999,5.66E-05,0.999
3/15/21,11-May,481,673,192,3518950,0,0.000136689,0.999,0.00019125,0.999,5.46E-05,0.999
3/14/21,11-May,474,661,187,3518950,0,0.000134699,0.999,0.00018784,0.999,5.31E-05,0.999
3/13/21,11-May,472,659,187,3518950,0,0.000134131,0.999,0.000187272,0.999,5.31E-05,0.999
3/12/21,11-May,477,656,179,3518950,0,0.000135552,0.999,0.000186419,0.999,5.09E-05,0.999
3/11/21,11-May,478,644,166,3518950,0,0.000135836,0.999,0.000183009,0.999,4.72E-05,0.999
3/10/21,11-May,481,639,158,3518950,0,0.000136689,0.999,0.000181588,0.999,4.49E-05,0.999
3/9/21,11-May,491,636,145,3518950,0,0.00013953,0.999,0.000180736,0.999,4.12E-05,0.999
3/8/21,11-May,463,602,139,3518950,0,0.000131573,0.999,0.000171074,0.999,3.95E-05,0.999
3/7/21,11-May,466,601,135,3518950,0,0.000132426,0.999,0.00017079,0.999,3.84E-05,0.999
3/6/21,11-May,461,596,135,3518950,0,0.000131005,0.999,0.000169369,0.999,3.84E-05,0.999
3/5/21,11-May,455,588,133,3518950,0,0.0001293,0.999,0.000167095,0.999,3.78E-05,0.999
3/4/21,11-May,450,580,130,3518950,0,0.000127879,0.999,0.000164822,0.999,3.69E-05,0.999
3/3/21,11-May,450,571,121,3518950,0,0.000127879,0.999,0.000162264,0.999,3.44E-05,0.999
3/2/21,11-May,443,563,120,3518950,0,0.00012589,0.999,0.000159991,0.999,3.41E-05,0.999
3/1/21,11-May,439,558,119,3518950,0,0.000124753,0.999,0.00015857,0.999,3.38E-05,0.999
2/28/21,11-May,437,547,110,3518950,0,0.000124185,0.999,0.000155444,0.999,3.13E-05,0.999
2/27/21,11-May,431,541,110,3518950,0,0.00012248,0.999,0.000153739,0.999,3.13E-05,0.999
2/26/21,11-May,430,536,106,3518950,0,0.000122196,0.999,0.000152318,0.999,3.01E-05,0.999
2/25/21,11-May,425,525,100,3518950,0,0.000120775,0.999,0.000149192,0.999,2.84E-05,0.999
2/24/21,11-May,425,517,92,3518950,0,0.000120775,0.999,0.000146919,0.999,2.61E-05,0.999
2/23/21,11-May,422,510,88,3518950,0,0.000119922,0.999,0.00014493,0.999,2.50E-05,0.999
2/22/21,11-May,419,503,84,3518950,0,0.00011907,0.999,0.00014294,0.999,2.39E-05,0.999
2/21/21,11-May,422,499,77,3518950,0,0.000119922,0.999,0.000141804,0.999,2.19E-05,0.999
2/20/21,11-May,426,499,73,3518950,0,0.000121059,0.999,0.000141804,0.999,2.07E-05,0.999
2/19/21,11-May,425,493,68,3518950,0,0.000120775,0.999,0.000140099,0.999,1.93E-05,0.999
2/18/21,11-May,421,485,64,3518950,0,0.000119638,0.999,0.000137825,0.999,1.82E-05,0.999
2/17/21,11-May,425,479,54,3518950,0,0.000120775,0.999,0.00013612,0.999,1.53E-05,0.999
2/16/21,11-May,418,471,53,3518950,0,0.000118785,0.999,0.000133847,0.999,1.51E-05,0.999
2/15/21,11-May,413,465,52,3518950,0,0.000117365,0.999,0.000132142,0.999,1.48E-05,0.999
2/14/21,11-May,408,456,48,3518950,0,0.000115944,0.999,0.000129584,0.999,1.36E-05,0.999
2/13/21,11-May,410,456,46,3518950,0,0.000116512,0.999,0.000129584,0.999,1.31E-05,0.999
2/12/21,11-May,409,455,46,3518950,0,0.000116228,0.999,0.0001293,0.999,1.31E-05,0.999
2/11/21,11-May,408,444,36,3518950,0,0.000115944,0.999,0.000126174,0.999,1.02E-05,0.999
2/10/21,11-May,399,433,34,3518950,0,0.000113386,0.999,0.000123048,0.999,9.66E-06,0.999
2/9/21,11-May,395,427,32,3518950,0,0.000112249,0.999,0.000121343,0.999,9.09E-06,0.999
2/8/21,11-May,383,414,31,3518950,0,0.000108839,0.999,0.000117649,0.999,8.81E-06,0.999
2/7/21,11-May,375,403,28,3518950,0,0.000106566,0.999,0.000114523,0.999,7.96E-06,0.999
2/6/21,11-May,371,399,28,3518950,0,0.000105429,0.999,0.000113386,0.999,7.96E-06,0.999
2/5/21,11-May,370,397,27,3518950,0,0.000105145,0.999,0.000112818,0.999,7.67E-06,0.999
2/4/21,11-May,362,386,24,3518950,0,0.000102872,0.999,0.000109692,0.999,6.82E-06,0.999
2/3/21,11-May,344,365,21,3518950,0,9.78E-05,0.999,0.000103724,0.999,5.97E-06,0.999
2/2/21,11-May,328,348,20,3518950,0,9.32E-05,0.999,9.89E-05,0.999,5.68E-06,0.999
2/1/21,11-May,311,330,19,3518950,0,8.84E-05,0.999,9.38E-05,0.999,5.40E-06,0.999
1/31/21,11-May,306,320,14,3518950,0,8.70E-05,0.999,9.09E-05,0.999,3.98E-06,0.999
1/30/21,11-May,305,319,14,3518950,0,8.67E-05,0.999,9.07E-05,0.999,3.98E-06,0.999
1/29/21,11-May,303,317,14,3518950,0,8.61E-05,0.999,9.01E-05,0.999,3.98E-06,0.999
1/28/21,11-May,297,310,13,3518950,0,8.44E-05,0.999,8.81E-05,0.999,3.69E-06,0.999
1/27/21,11-May,292,304,12,3518950,0,8.30E-05,0.999,8.64E-05,0.999,3.41E-06,0.999
1/26/21,11-May,295,301,6,3518950,0,8.38E-05,0.999,8.55E-05,0.999,1.71E-06,0.999
1/25/21,11-May,288,293,5,3518950,0,8.18E-05,0.999,8.33E-05,0.999,1.42E-06,0.999
1/24/21,11-May,278,282,4,3518950,0,7.90E-05,0.999,8.01E-05,0.999,1.14E-06,0.999
1/23/21,11-May,265,269,4,3518950,0,7.53E-05,0.999,7.64E-05,0.999,1.14E-06,0.999
1/22/21,11-May,250,254,4,3518950,0,7.10E-05,0.999,7.22E-05,0.999,1.14E-06,0.999
1/21/21,11-May,240,244,4,3518950,0,6.82E-05,0.999,6.93E-05,0.999,1.14E-06,0.999
1/20/21,11-May,226,230,4,3518950,0,6.42E-05,0.999,6.54E-05,0.999,1.14E-06,0.999
1/19/21,11-May,217,221,4,3518950,0,6.17E-05,0.999,6.28E-05,0.999,1.14E-06,0.999
1/18/21,11-May,206,209,3,3518950,0,5.85E-05,0.999,5.94E-05,0.999,8.53E-07,0.999
1/17/21,11-May,196,199,3,3518950,0,5.57E-05,0.999,5.66E-05,0.999,8.53E-07,0.999
1/16/21,11-May,192,195,3,3518950,0,5.46E-05,0.999,5.54E-05,0.999,8.53E-07,0.999
1/15/21,11-May,191,194,3,3518950,0,5.43E-05,0.999,5.51E-05,0.999,8.53E-07,0.999
1/14/21,11-May,173,176,3,3518950,0,4.92E-05,0.999,5.00E-05,0.999,8.53E-07,0.999
1/13/21,11-May,153,156,3,3518950,0,4.35E-05,0.999,4.43E-05,0.999,8.53E-07,0.999
1/12/21,11-May,145,148,3,3518950,0,4.12E-05,0.999,4.21E-05,0.999,8.53E-07,0.999
1/11/21,11-May,132,135,3,3518950,0,3.75E-05,0.999,3.84E-05,0.999,8.53E-07,0.999
1/10/21,11-May,124,127,3,3518950,0,3.52E-05,0.999,3.61E-05,0.999,8.53E-07,0.999
1/9/21,11-May,122,125,3,3518950,0,3.47E-05,0.999,3.55E-05,0.999,8.53E-07,0.999
1/8/21,11-May,118,121,3,3518950,0,3.35E-05,0.999,3.44E-05,0.999,8.53E-07,0.999
1/7/21,11-May,111,112,1,3518950,0,3.15E-05,0.999,3.18E-05,0.999,2.84E-07,0.999
1/6/21,11-May,102,102,0,3518950,0,2.90E-05,0.999,2.90E-05,0.999,0,
1/5/21,11-May,89,89,0,3518950,0,2.53E-05,0.999,2.53E-05,0.999,0,
1/4/21,11-May,79,79,0,3518950,0,2.24E-05,0.999,2.24E-05,0.999,0,
1/3/21,11-May,69,69,0,3518950,0,1.96E-05,0.999,1.96E-05,0.999,0,
1/2/21,11-May,62,62,0,3518950,0,1.76E-05,0.999,1.76E-05,0.999,0,
1/1/21,11-May,61,61,0,3518950,0,1.73E-05,0.999,1.73E-05,0.999,0,
12/31/20,11-May,43,43,0,3518950,0,1.22E-05,0.999,1.22E-05,0.999,0,
12/30/20,11-May,42,42,0,3518950,0,1.19E-05,0.999,1.19E-05,0.999,0,
12/29/20,11-May,35,35,0,3518950,0,9.95E-06,0.999,9.95E-06,0.999,0,
12/28/20,11-May,23,23,0,3518950,0,6.54E-06,0.999,6.54E-06,0.999,0,
12/27/20,11-May,21,21,0,3518950,0,5.97E-06,0.999,5.97E-06,0.999,0,
12/26/20,11-May,20,20,0,3518950,0,5.68E-06,0.999,5.68E-06,0.999,0,
12/23/20,11-May,19,19,0,3518950,0,5.40E-06,0.999,5.40E-06,0.999,0,
12/22/20,11-May,17,17,0,3518950,0,4.83E-06,0.999,4.83E-06,0.999,0,
12/21/20,11-May,16,16,0,3518950,0,4.55E-06,0.999,4.55E-06,0.999,0,
12/20/20,11-May,11,11,0,3518950,0,3.13E-06,0.999,3.13E-06,0.999,0,
12/19/20,11-May,10,10,0,3518950,0,2.84E-06,0.999,2.84E-06,0.999,0,
12/18/20,11-May,8,8,0,3518950,0,2.27E-06,0.999,2.27E-06,0.999,0,
12/15/20,11-May,6,6,0,3518950,0,1.71E-06,0.999,1.71E-06,0.999,0,
12/11/20,11-May,5,5,0,3518950,0,1.42E-06,0.999,1.42E-06,0.999,0,
11/22/20,11-May,4,4,0,3518950,0,1.14E-06,0.999,1.14E-06,0.999,0,
11/19/20,11-May,3,3,0,3518950,0,8.53E-07,0.999,8.53E-07,0.999,0,
11/17/20,11-May,2,2,0,3518950,0,5.68E-07,0.999,5.68E-07,0.999,0,
11/5/20,11-May,2,2,0,3518950,0,5.68E-07,0.999,5.68E-07,0.999,0,
11/1/20,11-May,2,2,0,3518950,0,5.68E-07,0.999,5.68E-07,0.999,0,
10/1/20,11-May,0,0,0,3518950,0,0,,0,,0,
8/30/20,11-May,0,0,0,3518950,0,0,,0,,0,
8/4/20,11-May,0,0,0,3518950,0,0,,0,,0,
2/17/22,50-64,604973,6837247,6232274,7452506,7452506,0.081177124,0.081177124,0.91744267,0.91744267,0.836265546,0.836265546
2/16/22,50-64,605012,6836438,6231426,7452506,7452506,0.081182357,0.081182357,0.917334116,0.917334116,0.836151759,0.836151759
2/15/22,50-64,605028,6835211,6230183,7452506,7452506,0.081184504,0.081184504,0.917169473,0.917169473,0.835984969,0.835984969
2/14/22,50-64,605108,6834017,6228909,7452506,7452506,0.081195238,0.081195238,0.917009258,0.917009258,0.83581402,0.83581402
2/13/22,50-64,605129,6832853,6227724,7452506,7452506,0.081198056,0.081198056,0.916853069,0.916853069,0.835655013,0.835655013
2/12/22,50-64,605050,6832341,6227291,7452506,7452506,0.081187456,0.081187456,0.916784368,0.916784368,0.835596912,0.835596912
2/11/22,50-64,604884,6831241,6226357,7452506,7452506,0.081165181,0.081165181,0.916636766,0.916636766,0.835471585,0.835471585
2/10/22,50-64,604800,6829470,6224670,7452506,7452506,0.08115391,0.08115391,0.916399128,0.916399128,0.835245218,0.835245218
2/9/22,50-64,604713,6827849,6223136,7452506,7452506,0.081142236,0.081142236,0.916181617,0.916181617,0.835039381,0.835039381
2/8/22,50-64,604744,6826270,6221526,7452506,7452506,0.081146396,0.081146396,0.915969742,0.915969742,0.834823347,0.834823347
2/7/22,50-64,604723,6824528,6219805,7452506,7452506,0.081143578,0.081143578,0.915735995,0.915735995,0.834592418,0.834592418
2/6/22,50-64,604457,6822566,6218109,7452506,7452506,0.081107885,0.081107885,0.915472728,0.915472728,0.834364843,0.834364843
2/5/22,50-64,604237,6821784,6217547,7452506,7452506,0.081078365,0.081078365,0.915367797,0.915367797,0.834289432,0.834289432
2/4/22,50-64,603825,6820280,6216455,7452506,7452506,0.081023081,0.081023081,0.915165986,0.915165986,0.834142904,0.834142904
2/3/22,50-64,603470,6817817,6214347,7452506,7452506,0.080975446,0.080975446,0.914835493,0.914835493,0.833860047,0.833860047
2/2/22,50-64,603169,6815673,6212504,7452506,7452506,0.080935057,0.080935057,0.914547804,0.914547804,0.833612747,0.833612747
2/1/22,50-64,602837,6813508,6210671,7452506,7452506,0.080890509,0.080890509,0.914257298,0.914257298,0.83336679,0.83336679
1/31/22,50-64,602591,6811301,6208710,7452506,7452506,0.080857499,0.080857499,0.913961156,0.913961156,0.833103657,0.833103657
1/30/22,50-64,602045,6808758,6206713,7452506,7452506,0.080784236,0.080784236,0.913619929,0.913619929,0.832835693,0.832835693
1/29/22,50-64,601709,6807757,6206048,7452506,7452506,0.08073915,0.08073915,0.913485611,0.913485611,0.832746461,0.832746461
1/28/22,50-64,601076,6805950,6204874,7452506,7452506,0.080654212,0.080654212,0.913243143,0.913243143,0.83258893,0.83258893
1/27/22,50-64,600363,6802889,6202526,7452506,7452506,0.08055854,0.08055854,0.912832408,0.912832408,0.832273869,0.832273869
1/26/22,50-64,599747,6800116,6200369,7452506,7452506,0.080475883,0.080475883,0.912460319,0.912460319,0.831984436,0.831984436
1/25/22,50-64,599163,6797301,6198138,7452506,7452506,0.08039752,0.08039752,0.912082593,0.912082593,0.831685073,0.831685073
1/24/22,50-64,598349,6794215,6195866,7452506,7452506,0.080288295,0.080288295,0.911668505,0.911668505,0.83138021,0.83138021
1/23/22,50-64,597456,6791116,6193660,7452506,7452506,0.08016847,0.08016847,0.911252671,0.911252671,0.831084202,0.831084202
1/22/22,50-64,597011,6789976,6192965,7452506,7452506,0.080108758,0.080108758,0.911099703,0.911099703,0.830990945,0.830990945
1/21/22,50-64,595944,6787826,6191882,7452506,7452506,0.079965585,0.079965585,0.910811209,0.910811209,0.830845624,0.830845624
1/20/22,50-64,594401,6783991,6189590,7452506,7452506,0.07975854,0.07975854,0.910296617,0.910296617,0.830538077,0.830538077
1/19/22,50-64,593214,6780400,6187186,7452506,7452506,0.079599265,0.079599265,0.909814766,0.909814766,0.830215501,0.830215501
1/18/22,50-64,592071,6776703,6184632,7452506,7452506,0.079445894,0.079445894,0.909318691,0.909318691,0.829872797,0.829872797
1/17/22,50-64,590806,6772758,6181952,7452506,7452506,0.079276152,0.079276152,0.908789339,0.908789339,0.829513187,0.829513187
1/16/22,50-64,589668,6769547,6179879,7452506,7452506,0.079123452,0.079123452,0.908358477,0.908358477,0.829235025,0.829235025
1/15/22,50-64,589024,6768105,6179081,7452506,7452506,0.079037038,0.079037038,0.908164985,0.908164985,0.829127947,0.829127947
1/14/22,50-64,587748,6765447,6177699,7452506,7452506,0.07886582,0.07886582,0.907808326,0.907808326,0.828942506,0.828942506
1/13/22,50-64,585852,6760508,6174656,7452506,7452506,0.078611409,0.078611409,0.907145596,0.907145596,0.828534187,0.828534187
1/12/22,50-64,584046,6755852,6171806,7452506,7452506,0.078369075,0.078369075,0.90652084,0.90652084,0.828151765,0.828151765
1/11/22,50-64,582048,6751098,6169050,7452506,7452506,0.078100977,0.078100977,0.905882934,0.905882934,0.827781957,0.827781957
1/10/22,50-64,580123,6745997,6165874,7452506,7452506,0.077842675,0.077842675,0.905198466,0.905198466,0.827355791,0.827355791
1/9/22,50-64,578262,6741231,6162969,7452506,7452506,0.07759296,0.07759296,0.90455895,0.90455895,0.82696599,0.82696599
1/8/22,50-64,577345,6739319,6161974,7452506,7452506,0.077469914,0.077469914,0.904302392,0.904302392,0.826832478,0.826832478
1/7/22,50-64,576107,6735985,6159878,7452506,7452506,0.077303796,0.077303796,0.903855025,0.903855025,0.82655123,0.82655123
1/6/22,50-64,574214,6730213,6155999,7452506,7452506,0.077049787,0.077049787,0.903080521,0.903080521,0.826030734,0.826030734
1/5/22,50-64,572337,6724803,6152466,7452506,7452506,0.076797925,0.076797925,0.902354591,0.902354591,0.825556665,0.825556665
1/4/22,50-64,570160,6719246,6149086,7452506,7452506,0.076505809,0.076505809,0.901608935,0.901608935,0.825103126,0.825103126
1/3/22,50-64,568247,6713754,6145507,7452506,7452506,0.076249117,0.076249117,0.900872002,0.900872002,0.824622885,0.824622885
1/2/22,50-64,566250,6708307,6142057,7452506,7452506,0.075981153,0.075981153,0.900141107,0.900141107,0.824159954,0.824159954
1/1/22,50-64,565663,6706701,6141038,7452506,7452506,0.075902388,0.075902388,0.899925609,0.899925609,0.824023221,0.824023221
12/31/21,50-64,565459,6706330,6140871,7452506,7452506,0.075875014,0.075875014,0.899875827,0.899875827,0.824000813,0.824000813
12/30/21,50-64,564574,6704003,6139429,7452506,7452506,0.075756262,0.075756262,0.899563583,0.899563583,0.823807321,0.823807321
12/29/21,50-64,562393,6698045,6135652,7452506,7452506,0.075463609,0.075463609,0.89876412,0.89876412,0.823300511,0.823300511
12/28/21,50-64,560169,6691839,6131670,7452506,7452506,0.075165186,0.075165186,0.89793138,0.89793138,0.822766194,0.822766194
12/27/21,50-64,557936,6685683,6127747,7452506,7452506,0.074865555,0.074865555,0.89710535,0.89710535,0.822239794,0.822239794
12/26/21,50-64,555842,6680003,6124161,7452506,7452506,0.074584576,0.074584576,0.89634319,0.89634319,0.821758614,0.821758614
12/25/21,50-64,555119,6678144,6123025,7452506,7452506,0.074487562,0.074487562,0.896093744,0.896093744,0.821606182,0.821606182
12/24/21,50-64,555094,6678111,6123017,7452506,7452506,0.074484207,0.074484207,0.896089315,0.896089315,0.821605108,0.821605108
12/23/21,50-64,554606,6676643,6122037,7452506,7452506,0.074418726,0.074418726,0.895892335,0.895892335,0.821473609,0.821473609
12/22/21,50-64,552503,6671114,6118611,7452506,7452506,0.074136539,0.074136539,0.895150437,0.895150437,0.821013898,0.821013898
12/21/21,50-64,550370,6664816,6114446,7452506,7452506,0.073850326,0.073850326,0.894305352,0.894305352,0.820455025,0.820455025
12/20/21,50-64,548069,6658281,6110212,7452506,7452506,0.073541571,0.073541571,0.893428466,0.893428466,0.819886894,0.819886894
12/19/21,50-64,545941,6652186,6106245,7452506,7452506,0.07325603,0.07325603,0.89261062,0.89261062,0.81935459,0.81935459
12/18/21,50-64,544803,6649873,6105070,7452506,7452506,0.073103329,0.073103329,0.892300254,0.892300254,0.819196925,0.819196925
12/17/21,50-64,543470,6646197,6102727,7452506,7452506,0.072924463,0.072924463,0.891806998,0.891806998,0.818882534,0.818882534
12/16/21,50-64,541669,6639993,6098324,7452506,7452506,0.0726828,0.0726828,0.890974526,0.890974526,0.818291726,0.818291726
12/15/21,50-64,539365,6634067,6094702,7452506,7452506,0.072373642,0.072373642,0.890179357,0.890179357,0.817805715,0.817805715
12/14/21,50-64,537727,6628220,6090493,7452506,7452506,0.07215385,0.07215385,0.889394789,0.889394789,0.817240939,0.817240939
12/13/21,50-64,536214,6622543,6086329,7452506,7452506,0.071950831,0.071950831,0.888633032,0.888633032,0.816682201,0.816682201
12/12/21,50-64,534950,6617123,6082173,7452506,7452506,0.071781224,0.071781224,0.887905759,0.887905759,0.816124536,0.816124536
12/11/21,50-64,534173,6615082,6080909,7452506,7452506,0.071676963,0.071676963,0.887631892,0.887631892,0.815954928,0.815954928
12/10/21,50-64,533306,6611616,6078310,7452506,7452506,0.071560627,0.071560627,0.887166813,0.887166813,0.815606187,0.815606187
